satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.51,0.93,3,162,4,0,0,0,support,69883
0.42,0.53,3,181,5,0,0,0,technical,83898
0.69,0.64,3,286,3,0,0,0,technical,61429
0.61,0.66,2,111,3,0,0,0,technical,64680
0.5,0.98,5,177,4,0,0,0,management,74759
0.25,0.68,4,279,5,1,0,0,IT,69996
0.88,0.89,4,135,3,0,0,0,IT,66863
0.81,0.66,3,160,2,0,0,0,IT,72617
0.31,0.62,2,139,3,0,0,0,technical,66516
0.71,0.59,5,245,2,0,0,0,management,82026
0.71,0.85,3,260,3,0,0,0,marketing,79077
0.5,0.96,5,229,4,0,0,0,marketing,64950
0.95,0.9,2,129,5,0,0,0,marketing,64591
0.95,0.77,3,184,4,0,0,0,sales,76662
0.65,0.85,4,204,3,0,0,0,sales,81660
0.94,0.72,3,152,2,1,0,0,sales,82999
0.72,0.85,4,142,3,0,0,0,sales,83042
0.94,0.79,4,136,2,0,0,0,sales,69794
0.79,0.94,4,216,4,0,0,0,sales,76199
0.6,0.58,3,201,3,0,0,0,sales,60093
0.24,0.5,4,209,3,0,0,0,sales,71336
0.17,0.71,5,257,4,1,0,0,sales,72604
0.66,0.83,4,234,4,0,0,0,sales,65701
0.65,0.56,3,221,2,0,0,0,sales,80852
0.57,0.67,3,207,2,0,0,0,technical,79815
0.73,0.99,4,152,4,0,0,0,technical,76525
0.91,0.59,4,133,4,0,0,0,technical,71628
0.98,0.85,4,178,3,0,0,0,support,73317
0.58,0.95,4,173,3,0,0,0,support,78893
0.73,0.52,2,113,5,1,0,0,support,68972
0.96,0.95,3,236,2,0,0,0,support,67961
0.57,0.98,3,188,5,0,0,0,support,73512
0.77,0.73,3,269,2,0,0,0,support,66432
0.3,0.85,2,203,3,0,0,0,support,82063
0.85,0.75,3,214,3,0,0,0,support,70625
0.49,0.83,2,185,6,0,0,0,support,82189
0.85,0.74,3,157,3,0,0,0,technical,88188
0.87,0.75,3,258,3,0,0,0,technical,63412
0.9,0.79,3,222,6,1,0,0,technical,69711
0.71,0.8,5,248,4,0,0,0,management,71193
0.69,0.36,5,269,6,1,0,0,marketing,72928
0.58,0.92,3,232,5,0,0,0,marketing,66537
0.87,0.64,2,148,6,1,0,0,marketing,79749
0.71,0.77,3,149,2,0,0,0,sales,74941
0.74,0.78,4,203,2,0,0,0,sales,85107
0.75,0.53,5,235,3,0,0,0,sales,73280
0.5,0.54,2,269,2,1,0,0,sales,60403
0.59,0.86,4,260,2,0,0,0,sales,77375
0.81,0.84,3,216,3,0,0,0,sales,76368
0.34,0.55,3,136,2,1,0,0,sales,61500
0.53,0.87,5,158,3,0,0,0,sales,76898
0.94,0.85,4,180,4,0,0,0,sales,64128
0.97,0.67,3,169,2,1,0,0,sales,77244
0.96,0.72,3,195,2,0,0,0,sales,65981
0.81,0.5,5,205,3,0,0,0,sales,79503
0.2,0.48,4,156,4,1,0,0,sales,80082
0.5,0.53,5,239,3,0,0,0,technical,84957
0.98,0.79,4,231,4,0,0,0,support,71633
0.71,0.96,4,131,3,0,0,0,support,63679
0.72,0.89,4,217,3,0,0,0,support,81302
0.5,0.83,4,242,2,0,0,0,support,88774
0.89,0.56,3,224,2,0,0,0,support,60405
0.56,0.68,3,208,3,1,0,0,support,79043
0.32,0.55,4,167,5,0,0,0,support,89161
0.96,0.88,5,269,2,0,0,0,support,76539
0.67,0.92,4,156,2,0,0,0,support,66356
0.26,0.7,3,238,6,0,0,0,support,63877
0.51,0.9,5,193,4,0,0,0,support,60619
0.67,0.52,2,152,5,0,0,0,technical,71554
0.36,0.77,4,252,2,0,0,0,management,82192
0.69,0.82,3,262,5,1,0,0,IT,84955
0.72,0.76,3,261,4,0,0,0,IT,68150
0.64,0.78,4,159,4,0,0,0,management,65480
0.85,0.8,4,219,2,0,0,0,marketing,75541
0.3,0.53,3,210,6,0,0,0,marketing,76009
0.74,0.95,4,237,3,1,0,0,marketing,70631
0.14,0.8,5,226,3,0,0,0,sales,71191
0.93,0.76,3,212,3,0,0,0,sales,88091
0.75,0.48,3,250,5,0,0,0,sales,83642
0.58,0.63,4,171,3,0,0,0,sales,85160
0.59,0.6,3,149,4,0,0,0,sales,73490
0.2,0.9,5,228,6,0,0,0,sales,80637
1,0.84,3,215,2,0,0,0,sales,62925
0.51,0.51,3,272,3,0,0,0,sales,73752
0.61,0.47,2,149,3,0,0,0,sales,89175
0.73,0.51,3,244,2,0,0,0,sales,89832
0.52,0.85,4,193,3,0,0,0,sales,82528
0.13,0.72,4,247,3,0,0,0,sales,80286
0.13,0.74,6,132,4,1,0,0,technical,68940
0.96,0.63,4,142,4,0,0,0,technical,75047
0.5,0.74,5,256,3,1,0,0,support,81936
0.66,0.72,3,135,2,0,0,0,support,63145
0.61,0.72,4,209,2,0,0,0,support,77726
0.45,0.48,5,287,5,0,0,0,support,65215
0.5,0.95,4,222,3,1,0,0,support,69286
0.75,0.82,3,227,2,0,0,0,support,68934
0.88,0.5,4,162,2,0,0,0,support,76854
0.49,0.79,5,206,2,0,0,0,support,60299
0.82,0.87,5,273,6,0,0,0,support,63466
0.92,0.65,4,135,3,0,0,0,support,84681
0.8,0.99,5,187,3,1,0,0,technical,88733
0.68,0.65,4,134,3,0,0,0,technical,61409
0.54,0.45,4,137,3,1,0,0,management,72006
0.73,0.69,3,175,2,0,0,0,IT,81681
0.33,0.4,6,214,6,0,0,0,marketing,82630
0.83,0.68,4,198,3,0,0,0,marketing,60286
0.89,0.73,3,274,2,0,0,0,sales,75782
0.76,0.6,5,279,2,0,0,0,sales,84609
0.83,0.64,5,272,2,0,0,0,sales,74784
0.57,0.85,4,152,3,0,0,0,sales,61496
0.61,0.89,2,287,4,0,0,0,sales,82654
0.96,0.89,2,239,6,1,0,0,sales,63604
0.17,0.5,4,274,6,0,0,0,sales,82478
0.61,0.6,4,121,2,0,0,0,sales,82734
0.73,0.74,5,199,2,0,0,0,sales,66280
0.3,0.39,3,175,3,0,0,0,sales,77969
0.17,0.45,2,119,3,0,0,0,sales,60645
0.12,0.82,5,162,4,1,0,0,sales,66151
0.7,0.78,5,264,2,0,0,0,sales,68673
0.87,0.88,3,179,2,0,0,0,sales,61565
0.51,0.53,3,237,3,0,0,0,hr,73743
0.76,0.9,3,279,6,0,0,0,hr,62202
0.67,0.96,4,207,3,0,0,0,technical,61065
0.12,0.84,4,218,6,0,0,0,technical,87535
0.42,0.41,5,240,2,0,0,0,technical,82478
0.69,0.76,3,153,3,0,0,0,technical,89876
0.63,0.96,3,144,2,0,0,0,technical,88470
0.66,0.62,2,159,3,1,0,0,technical,84973
0.5,0.5,3,237,2,0,0,0,technical,64596
0.67,0.82,5,148,2,1,0,0,technical,83450
0.59,0.62,4,205,3,0,0,0,technical,85063
0.75,0.78,2,264,3,1,0,0,technical,71975
0.88,0.89,5,189,2,0,0,0,technical,74568
0.99,0.75,3,243,3,0,0,0,support,62457
0.44,0.42,2,199,2,0,0,0,support,62045
0.65,0.78,4,205,2,0,0,0,support,86522
0.88,0.63,3,184,4,0,0,0,support,65011
0.58,0.79,2,274,4,0,0,0,support,62052
0.99,0.9,4,181,3,0,0,0,support,85222
0.76,0.71,3,205,2,0,0,0,support,85140
0.14,0.98,5,172,5,0,0,0,support,62838
0.57,0.86,3,164,2,0,0,0,support,70773
0.52,0.82,3,138,2,1,0,0,support,71298
0.71,0.55,5,262,3,0,0,0,support,81707
0.27,0.75,5,264,3,0,0,0,technical,85563
0.19,0.48,6,178,3,1,0,0,sales,83577
0.5,0.63,3,160,2,0,0,0,sales,83370
0.52,0.88,3,261,4,0,0,0,sales,88928
0.13,0.52,6,188,3,0,0,0,sales,64678
0.18,0.73,4,219,5,0,0,0,sales,74668
0.86,0.64,4,263,3,0,0,0,sales,72089
0.86,0.59,4,165,3,0,0,0,sales,70807
0.16,0.76,6,218,6,0,0,0,sales,68866
0.43,0.46,2,239,3,1,0,0,sales,66962
0.79,0.63,3,212,2,1,0,0,sales,64711
0.51,0.67,4,133,3,0,0,0,sales,88549
0.83,0.55,5,250,3,1,0,0,sales,84287
0.78,0.87,4,178,3,0,0,0,technical,79510
0.97,0.77,4,208,2,0,0,0,technical,80041
0.51,0.76,3,256,2,0,0,0,technical,88752
0.56,0.71,5,243,3,0,0,0,technical,88898
0.87,0.55,3,233,3,0,0,0,technical,73008
0.64,0.78,5,200,3,0,0,0,technical,88273
0.6,0.85,2,226,2,1,0,0,technical,69960
0.9,0.76,2,150,2,0,0,0,technical,85557
0.54,0.62,2,141,2,0,0,0,technical,79634
0.23,0.8,5,139,3,0,0,0,support,84018
0.8,0.81,3,199,4,1,0,0,support,71951
0.23,0.78,4,154,6,1,0,0,support,87112
0.81,0.51,3,247,2,0,0,0,support,82986
0.35,0.6,5,239,5,0,0,0,support,88107
0.67,0.8,4,137,2,0,0,0,support,68519
0.46,0.6,4,119,5,0,0,0,support,86334
0.84,0.98,4,134,5,1,0,0,support,61642
0.92,0.79,3,243,4,0,0,0,support,69791
0.75,0.93,5,210,3,0,0,0,support,81034
0.7,0.57,4,265,2,0,0,0,support,71580
0.7,0.75,4,204,3,0,0,0,technical,62772
0.9,0.81,6,273,5,0,0,0,technical,69833
0.8,1,3,177,2,0,0,0,technical,77235
0.48,0.94,3,185,2,1,0,0,IT,83410
0.98,0.87,5,151,6,0,0,0,IT,65947
0.64,0.96,3,109,4,0,0,0,IT,61612
0.58,0.53,4,192,4,0,0,0,IT,88468
0.66,0.89,4,139,3,0,0,0,product_mng,66275
0.76,0.98,4,191,2,0,0,0,product_mng,89657
0.32,0.42,6,114,3,0,0,0,product_mng,82970
0.49,0.87,3,212,2,0,0,0,product_mng,63575
0.81,0.51,3,162,2,0,0,0,IT,81442
0.42,0.48,5,191,5,0,0,0,RandD,89686
0.98,0.73,2,237,3,0,0,0,sales,82553
0.76,0.99,3,166,3,0,0,0,sales,61248
0.21,0.93,4,189,2,1,0,0,sales,86927
0.72,0.63,4,251,3,0,0,0,sales,68929
0.41,0.56,2,121,2,0,0,0,sales,65664
0.96,0.9,5,198,2,0,0,0,sales,76242
0.61,0.48,4,163,3,0,0,0,sales,86361
0.6,0.8,4,222,2,0,0,0,sales,71005
0.79,0.61,4,162,2,0,0,0,sales,84351
0.9,0.62,5,225,2,0,0,0,sales,74052
0.74,0.54,4,167,2,0,0,0,sales,65113
0.21,0.76,6,219,4,1,0,0,sales,74288
0.91,0.61,3,255,3,0,0,0,accounting,64407
0.59,0.67,4,271,2,0,0,0,support,80033
0.98,0.87,3,239,4,0,0,0,support,63848
0.6,0.58,2,182,2,0,0,0,support,66335
0.24,0.54,6,193,4,0,0,0,support,67426
0.67,0.72,4,192,3,1,0,0,support,62422
0.17,0.6,5,144,6,0,0,0,technical,89339
0.57,0.58,3,251,3,0,0,0,technical,84737
0.7,0.85,3,161,2,0,0,0,technical,72261
0.73,0.62,3,171,3,0,0,0,management,69052
0.61,0.86,4,153,5,0,0,0,IT,64092
0.72,0.9,3,193,3,0,0,0,IT,69956
0.84,0.66,4,204,3,0,0,0,IT,72977
0.57,0.47,2,158,2,0,0,0,product_mng,77824
0.69,0.69,3,236,4,0,0,0,product_mng,85187
0.57,0.68,4,191,3,0,0,0,product_mng,67473
0.52,0.59,6,104,4,0,0,0,product_mng,79623
0.56,0.55,3,245,2,0,0,0,IT,61256
0.75,0.74,3,186,3,1,0,0,RandD,87198
0.98,0.75,5,168,4,1,0,0,RandD,86444
0.68,0.93,4,179,2,0,0,0,sales,66204
0.92,0.74,4,213,3,0,0,0,sales,80736
0.86,0.79,3,106,6,1,0,0,sales,82749
0.5,0.99,4,272,2,0,0,0,sales,84179
0.35,0.37,4,153,2,0,0,0,sales,61123
0.76,0.97,5,172,3,0,0,0,sales,81947
0.66,0.95,4,224,2,0,0,0,sales,74740
0.58,0.71,3,230,3,1,0,0,sales,67796
0.55,0.97,4,222,4,0,0,0,sales,71562
0.9,0.53,3,270,3,0,0,0,sales,83848
0.75,0.71,4,205,3,0,0,0,sales,64035
0.9,0.63,4,134,3,1,0,0,sales,78351
0.56,0.84,4,143,4,0,0,0,sales,76616
0.54,0.63,5,259,2,0,0,0,sales,87594
0.36,0.8,5,186,4,0,0,0,accounting,68849
0.82,0.59,3,155,3,0,0,0,accounting,62525
0.5,0.88,4,147,3,0,0,0,support,77645
0.66,0.36,3,256,6,0,0,0,support,76150
0.97,0.77,3,206,4,0,0,0,support,65941
0.61,0.5,4,175,3,0,0,0,support,80504
0.77,0.49,4,274,2,1,0,0,support,70953
0.74,0.64,3,229,3,0,0,0,support,85105
0.92,0.98,4,161,3,0,0,0,technical,79253
0.78,0.99,2,188,2,0,0,0,technical,81463
0.56,0.57,3,205,3,0,0,0,technical,84604
0.82,0.63,3,246,3,0,0,0,management,83413
0.26,0.98,5,161,5,0,0,0,IT,76184
0.69,0.85,5,246,3,0,0,0,IT,67998
0.77,0.91,5,268,3,1,0,0,IT,75863
0.8,0.63,4,211,2,0,0,0,product_mng,71528
0.51,0.51,3,274,2,0,0,0,product_mng,78085
0.77,0.52,4,241,3,0,0,0,product_mng,86068
0.58,0.63,4,190,2,0,0,0,sales,65750
0.87,0.96,4,151,3,1,0,0,sales,74103
0.58,0.85,4,162,3,0,0,0,sales,86988
0.87,0.67,3,139,2,0,0,0,sales,62841
0.72,0.86,3,231,3,1,0,0,sales,80429
0.67,0.83,5,269,2,0,0,0,sales,68722
0.53,0.97,4,249,3,0,0,0,sales,68195
0.78,0.61,3,148,2,0,0,0,sales,66439
0.19,0.63,4,233,5,0,0,0,sales,85068
1,0.88,4,240,4,0,0,0,sales,73920
0.75,0.75,5,229,2,1,0,0,sales,88401
0.29,0.66,3,256,2,1,0,0,sales,70421
0.24,0.64,5,190,4,0,0,0,sales,75942
0.49,0.7,4,168,3,0,0,0,accounting,84026
0.18,0.64,6,154,5,0,0,0,accounting,66174
0.76,0.85,4,135,3,0,0,0,accounting,66332
0.9,0.74,3,260,2,0,0,0,support,82571
0.96,0.51,5,152,3,0,0,0,support,61221
0.62,0.55,4,218,3,0,0,0,support,73848
0.89,0.57,3,252,2,0,0,0,support,67519
0.52,0.67,4,216,3,0,0,0,support,78130
0.66,0.99,3,183,2,0,0,0,technical,82707
0.96,0.6,5,269,2,0,0,0,technical,75267
0.95,0.89,5,132,4,0,0,0,technical,80402
0.75,0.98,4,170,4,0,0,0,management,65898
0.39,0.87,5,257,5,1,0,0,IT,84533
0.93,0.69,3,138,2,0,0,0,IT,80874
0.44,0.54,3,115,3,0,0,0,IT,64446
0.45,0.75,2,246,2,0,0,0,product_mng,77720
0.42,0.6,2,188,3,0,0,0,product_mng,86884
0.99,0.82,3,255,2,0,0,0,product_mng,81819
0.89,0.91,4,190,2,0,0,0,product_mng,78147
0.46,0.55,3,139,2,0,0,0,sales,89016
0.9,0.91,5,176,3,0,0,0,sales,83526
0.7,0.67,5,136,3,0,0,0,sales,63951
0.84,0.71,4,222,2,0,0,0,sales,69851
0.89,0.77,4,269,4,0,0,0,sales,87756
0.59,0.87,4,183,2,0,0,0,sales,63819
0.57,0.72,3,206,3,0,0,0,sales,73241
0.53,0.49,3,158,3,0,0,0,sales,60046
0.83,0.89,4,136,3,0,0,0,sales,63248
0.51,0.66,4,182,2,0,0,0,sales,72458
0.78,0.61,4,268,3,0,0,0,sales,74026
0.52,0.69,3,144,3,0,0,0,sales,66116
0.85,1,3,255,3,0,0,0,sales,86217
0.17,0.85,6,245,5,0,0,0,sales,74460
0.79,0.52,3,134,2,1,0,0,sales,79343
0.56,0.98,3,251,3,1,0,0,accounting,77945
0.87,0.74,4,178,2,1,0,0,support,87880
0.19,0.85,6,210,4,0,0,0,support,86109
0.9,0.83,3,273,4,0,0,0,support,88122
0.5,0.5,5,166,2,0,0,0,support,73531
0.7,0.9,5,246,2,0,0,0,support,82867
0.52,0.55,5,192,3,0,0,0,support,77463
0.71,0.69,3,274,3,0,0,0,support,77515
0.4,0.41,3,232,3,0,0,0,technical,63250
0.96,0.53,3,158,4,0,0,0,technical,88599
0.86,0.92,5,137,3,0,0,0,technical,64400
0.68,0.85,3,209,2,0,0,0,management,76359
0.56,0.64,3,206,2,0,0,0,IT,77402
0.18,0.51,5,159,6,0,0,0,IT,63257
0.66,0.65,4,244,2,0,0,0,IT,77666
0.14,0.51,5,259,5,0,0,0,product_mng,77724
0.94,0.8,5,245,3,1,0,0,product_mng,69230
0.66,0.65,4,154,3,0,0,0,sales,66536
0.56,0.43,2,169,3,0,0,0,sales,86083
0.5,0.84,3,233,3,1,0,0,sales,87835
0.94,0.78,3,218,2,1,0,0,sales,89361
0.42,0.8,4,279,6,0,0,0,sales,85573
0.6,0.61,3,195,3,0,0,0,sales,87025
0.55,0.71,4,223,3,0,0,0,sales,71643
0.76,0.72,3,275,4,1,0,0,sales,64268
0.84,0.74,3,234,3,1,0,0,sales,80047
0.33,0.62,4,113,6,0,0,0,sales,72162
0.61,0.95,3,133,5,0,0,0,sales,67128
0.91,0.93,5,158,4,0,0,0,sales,82355
0.38,0.42,2,127,4,0,0,0,sales,79082
0.8,0.51,4,141,3,1,0,0,sales,80125
0.69,0.8,5,263,3,1,0,0,accounting,83185
0.99,0.92,5,174,5,0,0,0,accounting,89853
0.78,0.64,3,169,2,1,0,0,technical,87262
0.21,0.96,4,287,5,0,0,0,technical,73824
0.64,0.94,3,150,2,0,0,0,technical,71543
0.68,0.95,4,146,2,0,0,0,technical,81732
0.99,0.87,4,162,4,0,0,0,technical,61805
0.85,0.55,4,158,5,0,0,0,technical,86603
0.86,0.51,3,185,2,0,0,0,technical,65766
0.89,0.98,3,214,3,0,0,0,technical,69334
0.49,0.85,4,200,3,0,0,0,support,88594
0.76,0.97,4,219,2,0,0,0,support,80211
0.79,0.87,3,218,3,0,0,0,support,88085
0.89,0.64,4,237,2,0,0,0,support,82889
0.34,0.51,3,105,3,0,0,0,support,63717
0.81,0.92,3,251,3,1,0,0,support,76790
0.96,0.7,3,227,2,0,0,0,support,81251
0.7,0.87,3,158,2,0,0,0,support,60158
0.92,0.61,4,252,2,0,0,0,support,84775
0.5,0.76,4,198,3,0,0,0,support,81260
0.75,0.72,2,192,3,0,0,0,support,60007
0.42,0.38,2,139,4,0,0,0,technical,60736
0.29,0.4,6,205,3,0,0,0,technical,71209
0.91,0.48,3,224,3,0,0,0,technical,89896
0.55,0.97,4,267,4,0,0,0,management,67142
0.57,0.81,4,200,3,1,0,0,IT,76860
0.27,0.48,3,97,6,0,0,0,IT,75464
0.5,0.99,2,258,3,1,0,0,sales,77864
0.59,0.51,2,126,3,0,0,0,sales,79476
0.52,0.39,6,246,4,0,0,0,sales,64026
0.55,0.49,3,205,3,0,0,0,sales,72274
0.81,0.62,5,201,3,1,0,0,sales,84046
0.94,0.98,4,197,3,0,0,0,sales,68649
0.98,0.61,3,272,3,0,0,0,sales,82134
0.83,0.84,4,206,2,0,0,0,sales,72930
0.93,0.62,3,184,3,0,0,0,sales,60707
0.99,0.54,3,199,2,0,0,0,sales,73662
0.55,0.57,4,220,3,0,0,0,sales,86919
0.96,0.83,3,233,3,0,0,0,sales,89539
0.76,0.94,4,168,6,0,0,0,technical,86848
0.12,0.59,3,229,6,0,0,0,technical,73397
0.84,0.65,3,134,3,0,0,0,technical,69544
0.94,0.81,3,196,3,0,0,0,technical,69279
0.63,0.84,4,181,3,0,0,0,technical,64625
0.79,0.99,4,177,3,1,0,0,support,79033
0.85,0.68,3,272,2,1,0,0,support,67016
0.74,0.52,3,213,3,0,0,0,support,72828
0.23,0.75,6,220,3,0,0,0,support,87955
0.62,0.51,4,274,2,0,0,0,support,71066
0.36,0.56,6,242,6,0,0,0,support,86997
0.7,0.83,4,182,3,0,0,0,support,82938
0.57,0.75,5,172,4,0,0,0,support,70730
0.83,0.99,3,226,3,0,0,0,support,64235
0.71,0.96,3,132,2,0,0,0,support,82903
0.23,0.72,6,121,3,0,0,0,support,70879
0.59,0.69,4,207,2,0,0,0,technical,62914
0.69,0.61,2,141,3,0,0,0,technical,69542
0.63,0.81,5,189,3,0,0,0,technical,60738
0.9,0.59,6,269,4,1,0,0,management,70376
0.31,0.57,4,200,4,0,0,0,IT,72719
0.92,0.62,3,199,2,0,0,0,IT,68073
0.96,0.87,4,213,3,0,0,0,IT,71316
0.15,0.55,3,255,3,1,0,0,product_mng,79587
0.59,0.79,3,217,4,0,0,0,product_mng,83465
0.66,0.85,6,165,5,0,0,0,product_mng,75900
0.69,0.92,5,220,2,0,0,0,product_mng,75694
0.65,0.79,4,241,4,0,0,0,IT,86479
0.58,0.94,5,274,3,0,0,0,RandD,75079
0.72,0.57,4,224,4,0,0,0,RandD,82065
0.65,0.99,5,240,5,0,0,0,RandD,74115
0.63,0.77,5,210,3,0,0,0,RandD,76728
0.55,0.87,3,215,2,0,0,0,RandD,62890
0.92,0.97,4,201,2,0,0,0,sales,66493
0.82,0.77,4,205,3,0,0,0,sales,88151
0.74,0.42,3,131,3,0,0,0,sales,61416
0.21,0.39,2,118,4,0,0,0,sales,64401
0.62,0.64,5,187,3,0,0,0,sales,87754
0.55,0.97,5,125,4,0,0,0,sales,66387
0.84,0.55,4,270,3,1,0,0,sales,61342
0.61,0.56,2,123,2,0,0,0,sales,63449
0.92,0.51,3,223,2,0,0,0,sales,87664
0.86,0.92,3,162,3,1,0,0,accounting,73181
0.55,0.51,3,192,3,0,0,0,accounting,69267
0.54,0.58,4,178,3,0,0,0,hr,70074
0.49,0.9,3,250,2,0,0,0,hr,62749
0.22,0.89,6,278,5,1,0,0,support,72114
0.18,0.76,5,173,4,0,0,0,support,72247
0.66,0.38,4,145,5,0,0,0,technical,78715
0.49,0.65,3,168,4,0,0,0,technical,77027
0.88,0.89,4,213,3,0,0,0,management,73422
0.69,0.91,6,150,5,0,0,0,IT,74243
0.83,0.75,3,262,3,0,0,0,IT,68709
0.56,0.84,4,149,4,1,0,0,IT,79980
0.95,0.77,5,139,2,0,0,0,IT,61573
0.56,1,3,272,2,0,0,0,IT,78856
0.84,0.48,3,266,2,0,0,0,product_mng,83454
0.52,0.65,4,264,3,0,0,0,product_mng,60116
0.98,0.8,4,142,2,0,0,0,IT,85023
0.66,0.64,5,208,4,0,0,0,RandD,77794
0.92,0.49,5,178,2,1,0,0,RandD,60934
0.71,0.8,5,192,3,0,0,0,RandD,81741
0.65,0.92,4,242,2,0,0,0,RandD,89234
0.23,0.47,4,277,5,0,0,0,RandD,80963
0.71,0.97,3,173,2,1,0,0,marketing,74880
0.89,0.87,2,270,6,1,0,0,sales,75114
0.15,0.66,5,160,4,1,0,0,sales,87832
0.26,0.91,6,113,2,0,0,0,sales,63651
0.74,0.58,4,178,4,0,0,0,sales,64362
0.52,0.83,3,153,2,0,0,0,sales,80932
0.95,0.62,4,255,2,0,0,0,sales,66594
0.66,0.82,4,257,3,1,0,0,sales,73953
0.79,0.66,4,243,3,0,0,0,sales,85520
0.98,0.94,3,179,3,0,0,0,sales,71186
0.4,0.37,3,123,2,0,0,0,sales,64764
1,0.68,3,132,2,0,0,0,sales,62439
0.71,0.79,3,134,3,0,0,0,sales,67749
0.61,0.62,4,269,4,0,0,0,accounting,83693
0.74,0.9,4,156,4,0,0,0,hr,88429
0.24,0.94,6,237,5,0,0,0,hr,70211
0.79,0.97,3,271,2,0,0,0,hr,87745
0.96,0.48,3,182,2,1,0,0,support,63049
0.85,0.65,3,195,3,0,0,0,support,66012
0.96,0.85,3,168,3,0,0,0,technical,66673
0.85,0.88,3,198,4,1,0,0,technical,81962
0.59,0.93,5,172,2,0,0,0,technical,84715
0.51,0.5,4,216,2,1,0,0,management,69450
0.5,0.75,3,232,2,0,0,0,IT,72751
0.53,0.59,3,148,3,0,0,0,IT,66517
0.44,0.83,4,210,2,0,0,0,IT,62343
0.99,0.55,3,197,2,0,0,0,IT,75848
0.73,0.83,4,241,3,0,0,0,IT,61583
0.51,0.71,5,154,2,0,0,0,product_mng,65379
0.74,0.74,5,262,2,0,0,0,product_mng,80261
0.69,0.89,2,202,2,0,0,0,IT,80381
0.22,0.65,5,174,5,1,0,0,RandD,63081
0.49,0.89,4,240,2,0,0,0,RandD,75091
0.68,0.61,6,236,3,0,0,0,sales,60276
0.96,0.48,4,222,3,0,0,0,sales,63286
0.64,0.64,4,242,3,0,0,0,sales,67113
0.86,0.65,5,166,3,0,0,0,sales,81347
0.87,0.84,3,172,3,0,0,0,sales,60961
0.53,0.56,4,249,2,0,0,0,sales,65152
0.72,0.98,4,180,2,0,0,0,sales,76989
0.83,0.59,4,197,4,0,0,0,sales,77513
0.97,0.54,5,185,2,0,0,0,sales,87781
0.92,0.76,3,171,2,0,0,0,sales,66889
0.82,0.95,6,191,6,0,0,0,accounting,81797
0.59,0.56,4,250,2,0,0,0,accounting,75099
0.49,0.98,3,224,3,0,0,0,hr,74171
0.78,0.61,3,227,3,0,0,0,hr,71629
0.84,0.81,4,198,2,0,0,0,hr,75858
0.85,0.96,5,165,5,0,0,0,technical,78540
0.76,0.79,3,162,2,1,0,0,technical,71776
0.67,0.8,4,190,4,0,0,0,technical,63320
0.58,0.6,4,147,3,0,0,0,technical,82136
0.57,0.78,4,143,3,0,0,0,management,88178
0.55,0.57,5,280,6,1,0,0,IT,66812
0.79,0.49,3,137,2,0,0,0,IT,68513
0.48,0.98,3,259,6,0,0,0,IT,63715
0.68,0.69,4,176,3,1,0,0,IT,88018
0.19,0.64,5,231,4,1,0,0,IT,70911
0.99,0.48,3,104,3,0,0,0,product_mng,70668
0.3,0.76,5,224,2,0,0,0,product_mng,62262
0.81,0.85,4,202,3,1,0,0,product_mng,67116
0.59,0.74,5,165,2,0,0,0,RandD,65329
0.46,0.63,2,177,6,0,0,0,RandD,60930
0.58,0.43,3,194,2,1,0,0,RandD,73541
0.77,0.95,3,192,4,1,0,0,RandD,67363
0.88,0.96,4,262,3,0,0,0,sales,66280
0.72,0.69,4,147,3,0,0,0,sales,87656
0.79,0.75,4,259,3,0,0,0,sales,74160
0.51,0.73,4,174,3,0,0,0,sales,60941
0.84,0.84,3,150,4,0,0,0,sales,68725
0.95,0.67,4,219,2,0,0,0,sales,85674
0.58,0.88,5,178,4,0,0,0,sales,77600
0.69,0.98,3,269,3,1,0,0,sales,84288
0.17,0.64,6,205,5,1,0,0,sales,79923
0.81,0.72,3,232,3,1,0,0,sales,84906
0.41,0.5,3,193,3,0,0,0,sales,63843
0.12,0.42,3,110,2,0,0,0,accounting,79023
0.83,0.98,5,187,4,0,0,0,hr,65169
0.74,0.92,4,226,3,0,0,0,hr,87629
0.67,0.85,4,266,3,0,0,0,hr,81825
0.85,0.56,3,159,3,0,0,0,hr,61712
0.33,0.51,2,166,3,0,0,0,support,89110
0.23,0.96,4,213,4,0,0,0,technical,81134
0.85,0.79,4,138,2,0,0,0,technical,66542
0.79,0.57,3,168,2,0,0,0,technical,61473
0.6,0.6,4,197,3,0,0,0,management,89718
0.89,0.74,5,220,3,0,0,0,IT,61679
0.65,0.92,3,101,3,1,0,0,IT,64697
0.61,0.7,4,175,3,1,0,0,IT,77358
0.4,0.79,5,181,5,0,0,0,IT,82275
0.49,0.57,3,157,3,0,0,0,IT,86223
0.95,0.75,3,247,2,0,0,0,product_mng,79893
0.85,1,5,244,2,0,0,0,product_mng,61968
0.99,0.98,5,241,2,0,0,0,IT,74009
0.49,0.49,4,240,2,0,0,0,RandD,61572
0.56,0.73,3,226,3,0,0,0,RandD,83087
0.65,0.66,6,240,4,0,0,0,RandD,60813
0.62,0.65,4,212,3,1,0,0,sales,72155
0.57,0.62,3,198,4,0,0,0,sales,67940
0.99,0.57,3,189,4,1,0,0,sales,84427
0.82,0.68,2,200,3,0,0,0,sales,74968
0.24,0.81,4,217,5,0,0,0,sales,79026
